PERIOD,PRODUCTGROUP,ReportingChannel,BRAND,Item,DISPLAY TECHNOL,DISPLAY SIZE,Resolution,LED,HD Types,Smart TV,CURVED,Signal Source,Sales Units,Sales Value EUR,Price EUR,Sales Value <LC>,Price <LC>,Sales Value USD,Price USD
April 2023,PTV/FLAT,Furniture Specialists,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,65,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,DVB-T/T2,2,575,287,"11,160","5,580",625,312
April 2023,PTV/FLAT,Furniture Specialists,<Tradebrand & Exclusive>,Suppressed,LCD-DISPLAY,43,3840x2160,NO LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,n.a.,1,206,206,"3,999","3,999",224,224
May 2023,PTV/FLAT,Panelmarket,AIWA,AW320,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,84,"13,801",165,"278,044","3,324","15,133",181
May 2023,PTV/FLAT,Panelmarket,AIWA,AW580,LCD-DISPLAY,58,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,151,"41,110",272,"828,210","5,485","45,078",299
May 2023,PTV/FLAT,Panelmarket,AIWA,AW500,LCD-DISPLAY,50,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,72,"25,921",360,"522,201","7,253","28,422",395
May 2023,PTV/FLAT,Panelmarket,AIWA,AW400,LCD-DISPLAY,40,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,42,"11,044",263,"222,501","5,298","12,110",288
May 2023,PTV/FLAT,Panelmarket,AIWA,AW390,LCD-DISPLAY,39,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,1,169,164,"3,398","3,299",185,180
May 2023,PTV/FLAT,Panelmarket,AIWA,AW420,LCD-DISPLAY,42,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,DVB-T/T2,17,"4,218",248,"84,983","4,999","4,625",272
May 2023,PTV/FLAT,Panelmarket,AIWA,AW600U,LCD-DISPLAY,60,3840x2160,LED,Ultra HD/4k (3840x2160p),No Smart TV,NOT CURVED,n.a.,6,"1,787",298,"35,994","5,999","1,959",327
May 2023,PTV/FLAT,Panelmarket,AIWA,AW430S,LCD-DISPLAY,43,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,11,"2,523",240,"50,824","4,828","2,766",263
May 2023,PTV/FLAT,Panelmarket,CONDERE,32V01,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,25,"1,773",71,"35,725","1,429","1,944",78
May 2023,PTV/FLAT,Panelmarket,CONDERE,50V06,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T/T2/C,11,"3,003",273,"60,489","5,499","3,292",299
May 2023,PTV/FLAT,Panelmarket,DIGIMARK,DGM-AE32,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,72,"6,299",87,"126,894","1,760","6,907",96
May 2023,PTV/FLAT,Panelmarket,DIGIMARK,DGM-AB21,LCD-DISPLAY,21,1440x900,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,6,312,52,"6,288","1,048",342,57
May 2023,PTV/FLAT,Panelmarket,DIGIMARK,DGM-AB19,LCD-DISPLAY,19,1440x900,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,7,317,45,"6,393",913,348,50
May 2023,PTV/FLAT,Panelmarket,DIGIMARK,DGM-6K45,LCD-DISPLAY,45,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,1,222,222,"4,480","4,480",244,244
May 2023,PTV/FLAT,Panelmarket,DIGIMARK,DGM-40S1,LCD-DISPLAY,40,1920x1080,LED,Full HD,Smart TV,NOT CURVED,DVB-T,2,336,168,"6,778","3,389",369,184
May 2023,PTV/FLAT,Panelmarket,HARWA,HW-32L1,LCD-DISPLAY,32,n.a.,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,6,451,75,"9,093","1,516",495,82
May 2023,PTV/FLAT,Panelmarket,HARWA,HW42L1,LCD-DISPLAY,40,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,5,764,153,"15,400","3,080",838,168
May 2023,PTV/FLAT,Panelmarket,ISTAR,32MD01,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,9,621,69,"12,501","1,389",680,76
May 2023,PTV/FLAT,Panelmarket,ISTAR,43D01,LCD-DISPLAY,43,1920x1080,LED,Full HD,No Smart TV,NOT CURVED,n.a.,1,124,124,"2,499","2,499",136,136
May 2023,PTV/FLAT,Panelmarket,ISTAR,17HE09,LCD-DISPLAY,17,1280x1024,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,3,126,42,"2,547",849,139,46
May 2023,PTV/FLAT,Panelmarket,ISTAR,19HE090,LCD-DISPLAY,19,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,3,140,47,"2,817",939,153,51
May 2023,PTV/FLAT,Panelmarket,ISTAR,S50WD01,LCD-DISPLAY,50,3840x2160,LED,Ultra HD/4k (3840x2160p),Smart TV,NOT CURVED,DVB-T,4,893,223,"17,996","4,499",979,245
May 2023,PTV/FLAT,Panelmarket,ITEL,A322L,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,DVB-T,161,"23,126",144,"465,902","2,898","25,358",158
May 2023,PTV/FLAT,Panelmarket,ITEL,G321,LCD-DISPLAY,31.5,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,158,"17,687",112,"356,329","2,255","19,394",123
May 2023,PTV/FLAT,Panelmarket,ITEL,S323,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,DVB-T,318,"24,789",78,"499,398","1,570","27,181",85
May 2023,PTV/FLAT,Panelmarket,ITEL,G322,LCD-DISPLAY,32,1366x768,LED,HD Ready,Smart TV,NOT CURVED,n.a.,392,"42,811",109,"862,475","2,200","46,943",120
May 2023,PTV/FLAT,Panelmarket,ITEL,A3250,LCD-DISPLAY,32,1366x768,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,15,"1,521",104,"30,649","2,105","1,668",115
May 2023,PTV/FLAT,Panelmarket,ITEL,A175,LCD-DISPLAY,17,1280x1024,LED,HD Ready,No Smart TV,NOT CURVED,n.a.,64,"2,528",39,"50,922",795,"2,772",43
